Namespace(alpha=0.2, att_dropout=0.5, cuda_available=True, cuda_device=0, embedding_path='logging/bitcoinOTC/bitcoinOTC_4_embedding.txt', epoches=2000, feature_dim=64, features_train='data/features/bitcoinOTC/bitcoinOTC_maxC_train4_features64_tsvd.pkl', interval=100, lr=0.01, model_path='logging/bitcoinOTC/bitcoinOTC_4_model.pkl', modify_input_features=True, net_test='data/train_test/bitcoinOTC/bitcoinOTC_maxC_test4.edgelist', net_train='data/train_test/bitcoinOTC/bitcoinOTC_maxC_train4.edgelist', nheads=2, node_dropout=0.5, regularize=0.001, seed=2020)
Using 0 CUDA!!!
loading features ... 
load tsvd node representation...	(5875, 64)
batch 0 loss: 0.7314289212226868 	 early: 0
batch 1 loss: 0.6606178283691406 	 early: 0
batch 2 loss: 0.4459993839263916 	 early: 0
batch 3 loss: 0.7587397694587708 	 early: 1
batch 4 loss: 0.484160840511322 	 early: 2
batch 5 loss: 0.40165287256240845 	 early: 0
batch 6 loss: 0.39742299914360046 	 early: 0
batch 7 loss: 0.3903694748878479 	 early: 0
batch 8 loss: 0.38131600618362427 	 early: 0
batch 9 loss: 0.38099798560142517 	 early: 0
batch 10 loss: 0.3700282573699951 	 early: 0
batch 11 loss: 0.36450207233428955 	 early: 0
batch 12 loss: 0.3588491380214691 	 early: 0
batch 13 loss: 0.35339173674583435 	 early: 0
batch 14 loss: 0.3513963520526886 	 early: 0
batch 15 loss: 0.3509233593940735 	 early: 0
batch 16 loss: 0.3426913917064667 	 early: 0
batch 17 loss: 0.33419114351272583 	 early: 0
batch 18 loss: 0.32466191053390503 	 early: 0
batch 19 loss: 0.31314805150032043 	 early: 0
batch 20 loss: 0.32011669874191284 	 early: 1
batch 21 loss: 0.3455940783023834 	 early: 2
batch 22 loss: 0.35904479026794434 	 early: 3
batch 23 loss: 0.31531351804733276 	 early: 4
batch 24 loss: 0.3023766279220581 	 early: 0
batch 25 loss: 0.2998153567314148 	 early: 0
batch 26 loss: 0.2980293035507202 	 early: 0
batch 27 loss: 0.2910402715206146 	 early: 0
batch 28 loss: 0.28629568219184875 	 early: 0
batch 29 loss: 0.28523194789886475 	 early: 0
batch 30 loss: 0.28558191657066345 	 early: 1
batch 31 loss: 0.29623255133628845 	 early: 2
batch 32 loss: 0.3082278370857239 	 early: 3
batch 33 loss: 0.29586175084114075 	 early: 4
batch 34 loss: 0.2881524860858917 	 early: 5
batch 35 loss: 0.2862059772014618 	 early: 6
batch 36 loss: 0.27478691935539246 	 early: 0
batch 37 loss: 0.27293625473976135 	 early: 0
batch 38 loss: 0.27093157172203064 	 early: 0
batch 39 loss: 0.2679338753223419 	 early: 0
batch 40 loss: 0.267073392868042 	 early: 0
batch 41 loss: 0.2714310586452484 	 early: 1
batch 42 loss: 0.283582478761673 	 early: 2
batch 43 loss: 0.3219553828239441 	 early: 3
batch 44 loss: 0.29348355531692505 	 early: 4
batch 45 loss: 0.27176526188850403 	 early: 5
batch 46 loss: 0.25807684659957886 	 early: 0
batch 47 loss: 0.25659435987472534 	 early: 0
batch 48 loss: 0.2524840831756592 	 early: 0
batch 49 loss: 0.25273600220680237 	 early: 1
batch 50 loss: 0.25190845131874084 	 early: 0
batch 51 loss: 0.24894607067108154 	 early: 0
batch 52 loss: 0.24180859327316284 	 early: 0
batch 53 loss: 0.23970045149326324 	 early: 0
batch 54 loss: 0.23842453956604004 	 early: 0
batch 55 loss: 0.23756897449493408 	 early: 0
batch 56 loss: 0.2410651445388794 	 early: 1
batch 57 loss: 0.2389557659626007 	 early: 2
batch 58 loss: 0.25572359561920166 	 early: 3
batch 59 loss: 0.28272780776023865 	 early: 4
batch 60 loss: 0.2850264310836792 	 early: 5
batch 61 loss: 0.23762735724449158 	 early: 6
batch 62 loss: 0.23237086832523346 	 early: 0
batch 63 loss: 0.23220933973789215 	 early: 0
batch 64 loss: 0.2271154522895813 	 early: 0
batch 65 loss: 0.22960063815116882 	 early: 1
batch 66 loss: 0.22990456223487854 	 early: 2
batch 67 loss: 0.22499744594097137 	 early: 0
batch 68 loss: 0.22224000096321106 	 early: 0
batch 69 loss: 0.2215285450220108 	 early: 0
batch 70 loss: 0.22160778939723969 	 early: 1
batch 71 loss: 0.22191400825977325 	 early: 2
batch 72 loss: 0.21875795722007751 	 early: 0
batch 73 loss: 0.22128179669380188 	 early: 1
batch 74 loss: 0.2201925665140152 	 early: 2
batch 75 loss: 0.2197524905204773 	 early: 3
batch 76 loss: 0.2224791944026947 	 early: 4
batch 77 loss: 0.22034965455532074 	 early: 5
batch 78 loss: 0.22268080711364746 	 early: 6
batch 79 loss: 0.22219085693359375 	 early: 7
batch 80 loss: 0.22364524006843567 	 early: 8
batch 81 loss: 0.22003896534442902 	 early: 9
batch 82 loss: 0.21717947721481323 	 early: 0
batch 83 loss: 0.2235458642244339 	 early: 1
batch 84 loss: 0.22116060554981232 	 early: 2
batch 85 loss: 0.21660687029361725 	 early: 0
batch 86 loss: 0.21300069987773895 	 early: 0
batch 87 loss: 0.21041131019592285 	 early: 0
batch 88 loss: 0.21016614139080048 	 early: 0
batch 89 loss: 0.21254628896713257 	 early: 1
batch 90 loss: 0.2110336273908615 	 early: 2
batch 91 loss: 0.21040979027748108 	 early: 3
batch 92 loss: 0.2047176957130432 	 early: 0
batch 93 loss: 0.20121754705905914 	 early: 0
batch 94 loss: 0.20310716331005096 	 early: 1
batch 95 loss: 0.20538164675235748 	 early: 2
batch 96 loss: 0.20418478548526764 	 early: 3
batch 97 loss: 0.20148839056491852 	 early: 4
batch 98 loss: 0.20327109098434448 	 early: 5
batch 99 loss: 0.20212097465991974 	 early: 6
[[ 405  246]
 [  63 3583]]
mlp_dir f1_mi 0.9280893646730277 f1_ma 0.841261398585096 f1_wt 0.9230895164055352 f1_bi 0.9586622073578596 auc_p 0.9445251956355597 auc_l 0.802420302787475
[[ 811  491]
 [ 126 7166]]
mlp_dou f1_mi 0.9282057249243658 f1_ma 0.8415784427810846 f1_wt 0.9232302791364354 f1_bi 0.9587263362097799 auc_p 0.9443925881360632 auc_l 0.8028043273650479
batch 100 loss: 0.20128165185451508 	 early: 7
batch 101 loss: 0.19796691834926605 	 early: 0
batch 102 loss: 0.1988838165998459 	 early: 1
batch 103 loss: 0.19571708142757416 	 early: 0
batch 104 loss: 0.19233833253383636 	 early: 0
batch 105 loss: 0.20054897665977478 	 early: 1
batch 106 loss: 0.2022756040096283 	 early: 2
batch 107 loss: 0.2001456469297409 	 early: 3
batch 108 loss: 0.20280882716178894 	 early: 4
batch 109 loss: 0.20228242874145508 	 early: 5
batch 110 loss: 0.20779210329055786 	 early: 6
batch 111 loss: 0.20296670496463776 	 early: 7
batch 112 loss: 0.2072996199131012 	 early: 8
batch 113 loss: 0.20173077285289764 	 early: 9
batch 114 loss: 0.20086830854415894 	 early: 10
batch 115 loss: 0.20143571496009827 	 early: 11
batch 116 loss: 0.19546504318714142 	 early: 12
batch 117 loss: 0.19226646423339844 	 early: 0
batch 118 loss: 0.18988008797168732 	 early: 0
batch 119 loss: 0.19131942093372345 	 early: 1
batch 120 loss: 0.18881838023662567 	 early: 0
batch 121 loss: 0.19402870535850525 	 early: 1
batch 122 loss: 0.19539131224155426 	 early: 2
batch 123 loss: 0.1967604160308838 	 early: 3
batch 124 loss: 0.18843473494052887 	 early: 0
batch 125 loss: 0.18773050606250763 	 early: 0
batch 126 loss: 0.18624252080917358 	 early: 0
batch 127 loss: 0.18810458481311798 	 early: 1
batch 128 loss: 0.19063173234462738 	 early: 2
batch 129 loss: 0.1896481066942215 	 early: 3
batch 130 loss: 0.18563415110111237 	 early: 0
batch 131 loss: 0.18840008974075317 	 early: 1
batch 132 loss: 0.18999558687210083 	 early: 2
batch 133 loss: 0.18831738829612732 	 early: 3
batch 134 loss: 0.1898518204689026 	 early: 4
batch 135 loss: 0.1887401044368744 	 early: 5
batch 136 loss: 0.18449708819389343 	 early: 0
batch 137 loss: 0.18376654386520386 	 early: 0
batch 138 loss: 0.1816331297159195 	 early: 0
batch 139 loss: 0.18162432312965393 	 early: 0
batch 140 loss: 0.1813124418258667 	 early: 0
batch 141 loss: 0.1823829561471939 	 early: 1
batch 142 loss: 0.1888301521539688 	 early: 2
batch 143 loss: 0.18835178017616272 	 early: 3
batch 144 loss: 0.19610510766506195 	 early: 4
batch 145 loss: 0.19496898353099823 	 early: 5
batch 146 loss: 0.18704074621200562 	 early: 6
batch 147 loss: 0.18231742084026337 	 early: 7
batch 148 loss: 0.17877592146396637 	 early: 0
batch 149 loss: 0.18008694052696228 	 early: 1
batch 150 loss: 0.1760842204093933 	 early: 0
batch 151 loss: 0.1768137514591217 	 early: 1
batch 152 loss: 0.17304235696792603 	 early: 0
batch 153 loss: 0.1781318038702011 	 early: 1
batch 154 loss: 0.17751166224479675 	 early: 2
batch 155 loss: 0.1788232922554016 	 early: 3
batch 156 loss: 0.1766621321439743 	 early: 4
batch 157 loss: 0.17771628499031067 	 early: 5
batch 158 loss: 0.18281404674053192 	 early: 6
batch 159 loss: 0.18327496945858002 	 early: 7
batch 160 loss: 0.17884428799152374 	 early: 8
batch 161 loss: 0.175383523106575 	 early: 9
batch 162 loss: 0.1761096566915512 	 early: 10
batch 163 loss: 0.17438779771327972 	 early: 11
batch 164 loss: 0.17514240741729736 	 early: 12
batch 165 loss: 0.17560581862926483 	 early: 13
batch 166 loss: 0.17728908360004425 	 early: 14
batch 167 loss: 0.17747686803340912 	 early: 15
batch 168 loss: 0.17698058485984802 	 early: 16
batch 169 loss: 0.17124298214912415 	 early: 0
batch 170 loss: 0.17617352306842804 	 early: 1
batch 171 loss: 0.17135296761989594 	 early: 2
batch 172 loss: 0.17577439546585083 	 early: 3
batch 173 loss: 0.18094642460346222 	 early: 4
batch 174 loss: 0.18368977308273315 	 early: 5
batch 175 loss: 0.1784238964319229 	 early: 6
batch 176 loss: 0.1758488565683365 	 early: 7
batch 177 loss: 0.1748286336660385 	 early: 8
batch 178 loss: 0.1696748584508896 	 early: 0
batch 179 loss: 0.17142973840236664 	 early: 1
batch 180 loss: 0.1692269742488861 	 early: 0
batch 181 loss: 0.1681019514799118 	 early: 0
batch 182 loss: 0.1678427904844284 	 early: 0
batch 183 loss: 0.16902557015419006 	 early: 1
batch 184 loss: 0.16811899840831757 	 early: 2
batch 185 loss: 0.16753613948822021 	 early: 0
batch 186 loss: 0.16481764614582062 	 early: 0
batch 187 loss: 0.164595827460289 	 early: 0
batch 188 loss: 0.16301888227462769 	 early: 0
batch 189 loss: 0.16459888219833374 	 early: 1
batch 190 loss: 0.16276641190052032 	 early: 0
batch 191 loss: 0.1624385267496109 	 early: 0
batch 192 loss: 0.1632893681526184 	 early: 1
batch 193 loss: 0.16285908222198486 	 early: 2
batch 194 loss: 0.16206687688827515 	 early: 0
batch 195 loss: 0.16416451334953308 	 early: 1
batch 196 loss: 0.1635599136352539 	 early: 2
batch 197 loss: 0.16918036341667175 	 early: 3
batch 198 loss: 0.17266800999641418 	 early: 4
batch 199 loss: 0.18671344220638275 	 early: 5
[[ 537  114]
 [ 188 3458]]
mlp_dir f1_mi 0.9297184081917617 f1_ma 0.869341705490795 f1_wt 0.9312479788866852 f1_bi 0.9581601551676365 auc_p 0.9656004138954964 auc_l 0.8866607177615264
[[1071  231]
 [ 378 6914]]
mlp_dou f1_mi 0.9291366069350709 f1_ma 0.8682213375619368 f1_wt 0.9306691321101267 f1_bi 0.9578167209254 auc_p 0.965600729878418 auc_l 0.8853715074407658
batch 200 loss: 0.18780744075775146 	 early: 6
batch 201 loss: 0.19787578284740448 	 early: 7
batch 202 loss: 0.19306005537509918 	 early: 8
batch 203 loss: 0.17958208918571472 	 early: 9
batch 204 loss: 0.16579344868659973 	 early: 10
batch 205 loss: 0.16329291462898254 	 early: 11
batch 206 loss: 0.16238811612129211 	 early: 12
batch 207 loss: 0.16223584115505219 	 early: 13
batch 208 loss: 0.1639379858970642 	 early: 14
